study_name,time,island_name,colony_code,band_number,weight
,UTC,,,,gram
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,2400.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3475.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3275.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,2700.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1011,2011-02-06T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2700.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3700.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,4050.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3075.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3625.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,1850.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3375.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,4200.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3325.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3175.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3175.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3225.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3600.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-08T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3850.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2300.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2700.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2925.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3325.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2400.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3525.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3375.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2250.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3725.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3375.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3525.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2575.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3750.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3175.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3600.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2550.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2825.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2275.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2700.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,2375.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-10T00:00:00Z,HUM,BCH,0.0,3750.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2450.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3025.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2500.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3750.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3225.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3175.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2925.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2825.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3775.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2725.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2600.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2600.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2425.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1011,2011-02-12T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1011,2011-02-15T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1011,2011-02-15T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1011,2011-02-15T00:00:00Z,HUM,BCH,0.0,2925.0
PAL1112,2012-01-30T00:00:00Z,HUM,BCH,0.0,2925.0
PAL1112,2012-02-03T00:00:00Z,HUM,BCH,0.0,3375.0
PAL1112,2012-02-03T00:00:00Z,HUM,BCH,0.0,3225.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,2500.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1112,2012-02-05T00:00:00Z,HUM,BCH,0.0,3900.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3275.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3175.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,2575.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,2775.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3225.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,2550.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3650.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1112,2012-02-07T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3600.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,2400.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1112,2012-02-09T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3600.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2500.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3600.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2550.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3650.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3500.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2450.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2000.0
PAL1112,2012-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,3600.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,2575.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,2475.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1112,2012-02-14T00:00:00Z,HUM,BCH,0.0,2600.0
PAL1112,2012-02-16T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1112,2012-02-16T00:00:00Z,HUM,BCH,0.0,2550.0
PAL1213,2013-02-06T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1213,2013-02-06T00:00:00Z,HUM,BCH,0.0,2600.0
PAL1213,2013-02-06T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1213,2013-02-06T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1213,2013-02-06T00:00:00Z,HUM,BCH,0.0,2400.0
PAL1213,2013-02-06T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,2875.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3700.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,2600.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,2700.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1213,2013-02-08T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2550.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3750.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2525.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3475.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3225.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3075.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3300.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2550.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3525.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3400.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1213,2013-02-10T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3450.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3375.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2700.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2850.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3800.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3525.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3125.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3150.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3100.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3225.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2900.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3050.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3375.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2950.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2975.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3200.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2800.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,2750.0
PAL1213,2013-02-12T00:00:00Z,HUM,BCH,0.0,3250.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,3550.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,2650.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,3575.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,3350.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,3000.0
PAL1213,2013-02-14T00:00:00Z,HUM,BCH,0.0,2950.0
